city_name,population,email,website,email_verified
Limeil-Brévannes,27406,communication@limeil.fr,http://www.limeil-brevannes.fr,api-lannuaire
Cormeilles-en-Parisis,27292,contact@ville-cormeilles95.fr,http://www.ville-cormeilles95.fr,api-lannuaire
Bergerac,27110,contact@bergerac.fr,https://www.bergerac.fr/,api-lannuaire
Sens,27106,courrier@grand-senonais.fr,https://www.ville-sens.fr/,api-lannuaire
Lambersart,27090,mairie@ville-lambersart.fr,https://www.lambersart.fr/,api-lannuaire
Armentières,26998,cabmaire@ville-armentieres.fr,https://www.ville-armentieres.fr/,api-lannuaire
Gradignan,26952,mairie@ville-gradignan.fr,https://www.gradignan.fr/,api-lannuaire
Villeparisis,26946,sgen@mairie-villeparisis.fr,https://villeparisis.fr/,api-lannuaire
Sannois,26924,,https://www.ville-sannois.fr,
Étampes,26857,mairie@mairie-etampes.fr,https://www.mairie-etampes.fr/,api-lannuaire
Grigny,26842,courriers.ville@grigny91.fr,http://grigny91.fr,api-lannuaire
Cenon,26834,info@ville-cenon.fr,http://www.cenon.fr,api-lannuaire
Brétigny-sur-Orge,26658,,https://www.bretigny91.fr,
Papeete,26654,info@villedepapeete.pf,https://www.papeete.pf/,api-lannuaire
Lunel,26623,mairie@ville-lunel.fr,https://www.lunel.com,api-lannuaire
La Garde,26476,contact-mairie@ville-lagarde.fr,https://www.ville-lagarde.fr/,api-lannuaire
Élancourt,26365,contact@ville-elancourt.fr,https://elancourt.fr/,api-lannuaire
Saumur,26241,contact@saumur.fr,https://www.ville-saumur.fr/,api-lannuaire
Vertou,26227,ecrire@mairie-vertou.fr,https://vertou.fr/,api-lannuaire
Aurillac,26214,administration@aurillac.fr,https://www.aurillac.fr/,api-lannuaire
Eaubonne,26211,accueil@eaubonne.fr,https://www.eaubonne.fr/,api-lannuaire
Biarritz,26206,mairie@biarritz.fr,https://www.biarritz.fr/,api-lannuaire
Miramas,26203,lemaire@mairie-miramas.fr,https://www.miramas.fr,api-lannuaire
Muret,26079,accueil@mairie-muret.fr,https://www.mairie-muret.fr/,api-lannuaire
Castelnau-le-Lez,26058,contact@castelnau-le-lez.fr,http://www.castelnau-le-lez.fr,api-lannuaire
Villeneuve-la-Garenne,26021,contact@villeneuve92.com;service-urbanisme@villeneuve92.com,https://www.villeneuve92.com/accueil/,api-lannuaire
Les Ulis,25886,mairie@lesulis.fr,https://www.lesulis.fr/,api-lannuaire
Les Pavillons-sous-Bois,25804,mairie@lespavillonssousbois.fr,https://www.les-pavillons-sous-bois.fr,api-lannuaire
Sèvremoine,25797,contact@sevremoine.fr,http://www.sevremoine.fr,api-lannuaire
Le Grand-Quevilly,25789,mairie@grandquevilly.fr,https://grandquevilly.fr/,api-lannuaire
Lormont,25769,mairie@lormont.fr,https://www.lormont.fr,api-lannuaire
Hénin-Beaumont,25688,etatcivil@mairie-heninbeaumont.fr,https://www.henin-beaumont.fr/site/,api-lannuaire
Brunoy,25643,guichetunique@mairie-brunoy.fr,https://www.brunoy.fr/,api-lannuaire
Cavaillon,25636,accueil@ville-cavaillon.fr,https://www.cavaillon.com,api-lannuaire
Saint-Ouen-l'Aumône,25578,courrier@ville-soa.fr,https://www.ville-soa.fr/fr,api-lannuaire
Sainte-Suzanne,25551,communication@ville-saintesuzanne.re,https://ville-saintesuzanne.re/,api-lannuaire
Alençon,25490,cabinet@ville-alencon.fr,https://www.alencon.fr/,api-lannuaire
Saintes,25363,info@ville-saintes.fr,https://www.ville-saintes.fr/,api-lannuaire
Le Mont-Dore,25303,mairie@ville-montdore.nc,,api-lannuaire
Vernon,25290,mairie@vernon27.fr,https://www.vernon27.fr/,api-lannuaire
Béthune,25224,contact@ville-bethune.fr,https://www.bethune.fr,api-lannuaire
Vichy,25115,mairie@ville-vichy.fr,https://www.ville-vichy.fr/,api-lannuaire
Le Bouscat,25081,communication@bouscat.fr,https://www.bouscat.fr/,api-lannuaire
Vierzon,25068,info@ville-vierzon.fr,http://www.ville-vierzon.fr,api-lannuaire
Libourne,25036,contact@libourne.fr,https://www.libourne.fr/,api-lannuaire
Eysines,24825,contact@eysines.fr,https://www.eysines.fr/,api-lannuaire
Kourou,24824,mairie@mairie-kourou.com;urbanisme@ville-kourou.fr,https://www.ville-kourou.fr/,api-lannuaire
Montbéliard,24672,contact@montbeliard.com,https://www.montbeliard.fr/,api-lannuaire
Petit-Bourg,24665,contact.ville@ville-petitbourg.fr,https://www.ville-petitbourg.fr,api-lannuaire
Orly,24658,service.information@mairie-orly.fr,https://www.mairie-orly.fr/,api-lannuaire
Laon,24220,contact@ville-laon.fr,https://laon.fr/,api-lannuaire
Frontignan,24136,accueil@frontignan.fr,http://www.frontignan.fr,api-lannuaire
Le Kremlin-Bicêtre,24110,contact@ville-kremlin-bicetre.fr,https://www.kremlinbicetre.fr/,api-lannuaire
Couëron,24103,contact@mairie-coueron.fr,https://www.ville-coueron.fr,api-lannuaire
Fontenay-aux-Roses,24070,mairie@fontenay-aux-roses.fr,http://www.fontenay-aux-roses.fr,api-lannuaire
Montgeron,24022,montgeron@montgeron.fr,https://www.montgeron.fr/,api-lannuaire
Beaupréau-en-Mauges,23989,accueil@beaupreauenmauges.fr,http://www.beaupreauenmauges.fr,api-lannuaire
Rodez,23981,contact@mairie-rodez.fr,https://www.ville-rodez.fr/,api-lannuaire
Sainte-Anne,23973,service.courrier@ville-sainteanne.fr,https://www.ville-sainteanne.fr/,api-lannuaire
Les Lilas,23843,,https://www.ville-leslilas.fr/,
Dole,23840,accueil@dole.org,http://www.doledujura.fr,api-lannuaire
La Valette-du-Var,23719,cabinet.maire@lavalette83.fr,https://www.lavalette83.fr/,api-lannuaire
Dammarie-les-Lys,23559,info@mairie-dammarie-les-lys.fr,https://mairie-dammarie-les-lys.fr/fr,api-lannuaire
Olivet,23507,contact@olivet.fr,https://www.olivet.fr,api-lannuaire
Hérouville-Saint-Clair,23470,mairie@herouville.net,https://www.herouville.net/,api-lannuaire
Rochefort,23460,mairie@ville-rochefort.fr,https://www.ville-rochefort.fr/,api-lannuaire
Combs-la-Ville,23350,contact@mairie-combs-la-ville.fr,https://www.combs-la-ville.fr/11/accueil.htm,api-lannuaire
Lanester,23263,mairie@ville-lanester.fr,https://www.lanester.bzh/,api-lannuaire
Roissy-en-Brie,23229,,https://www.roissyenbrie77.fr/,
Tassin-la-Demi-Lune,23200,accueil@villetassinlademilune.fr,http://www.tassinlademilune.fr,api-lannuaire
Saint-Jean-de-Braye,23147,mairie@ville-saintjeandebraye.fr,http://www.saintjeandebraye.fr,api-lannuaire
Deuil-la-Barre,23099,accueil@deuillabarre.fr,http://www.mairie-deuillabarre.fr,api-lannuaire
Maisons-Laffitte,23093,accueil@maisonslaffitte.fr,http://www.maisonslaffitte.fr,api-lannuaire
Le Moule,23014,courrier@mairie-lemoule.fr;contact@mairie-lemoule.fr,https://www.lemoule.fr,api-lannuaire
Vélizy-Villacoublay,23011,directiongenerale@velizy-villacoublay.fr,https://www.velizy-villacoublay.fr,api-lannuaire
Challans,22943,mairie@challans.fr,https://www.challans.fr/,api-lannuaire
Saint-Dizier,22858,com@mairie-saintdizier.fr,https://www.saint-dizier.fr,api-lannuaire
Torcy,22810,info@ville-torcy.fr,http://www.ville-torcy.fr,api-lannuaire
Saint-Louis,22805,secretariat.general@ville-saint-louis.fr,https://www.saint-louis.fr/,api-lannuaire
Manosque,22718,accueil@ville-manosque.fr,https://www.ville-manosque.fr/,api-lannuaire
Loos,22567,contact@ville-loos.fr,https://www.loos.fr/fr,api-lannuaire
Gif-sur-Yvette,22544,contact@mairie-gif.fr,https://www.ville-gif.fr/,api-lannuaire
Les Pennes-Mirabeau,22537,dgs@vlpm.com,http://www.pennes-mirabeau.org,api-lannuaire
Oyonnax,22480,administration.generale@oyonnax.fr,https://www.oyonnax.fr/,api-lannuaire
Montigny-lès-Cormeilles,22457,secretariatgeneral@ville-montigny95.fr,http://www.montigny95.fr,api-lannuaire
Auch,22428,accueil@mairie-auch.fr,https://www.mairie-auch.fr/,api-lannuaire
Abbeville,22395,contact@abbeville.fr,https://www.abbeville.fr/,api-lannuaire
Villeneuve-sur-Lot,22350,mairie@mairie-villeneuvesurlot.fr,https://www.ville-villeneuve-sur-lot.fr/,api-lannuaire
Mantes-la-Ville,22332,population@manteslaville.fr;relationcitoyen@manteslaville.fr;contact@manteslaville.fr,https://www.manteslaville.fr/,api-lannuaire
Sèvres,22303,mairie@ville-sevres.fr,https://www.sevres.fr/,api-lannuaire
Montereau-Fault-Yonne,22279,,https://www.ville-montereau77.fr/,
Achères,22241,accueil@mairie-acheres78.fr,https://mairie-acheres78.fr/,api-lannuaire
Le Petit-Quevilly,22208,mairie@petit-quevilly.fr,https://www.petit-quevilly.fr/,api-lannuaire
Arcueil,22200,mairie@mairie-arcueil.fr,https://www.arcueil.fr/,api-lannuaire
Épernay,22174,contact@ville-epernay.fr,https://epernay.fr/,api-lannuaire
Gujan-Mestras,22153,contact@ville-gujanmestras.fr,http://www.ville-gujanmestras.fr,api-lannuaire
Dax,22109,information@dax.fr,https://www.dax.fr/,api-lannuaire
Millau,22044,contact@millau.fr,https://www.millau.fr/,api-lannuaire
Fontaine,22020,mairie@ville-fontaine.fr,https://www.ville-fontaine.fr,api-lannuaire
Chemillé-en-Anjou,21999,mairie.saint-lezin@chemille-en-anjou.fr,http://www.chemille-en-anjou.frlistes/saint-lezin,api-lannuaire
Longjumeau,21996,mairie@longjumeau.fr,https://www.longjumeau.fr/,api-lannuaire
Neuilly-Plaisance,21941,contact@mairie-neuillyplaisance.com,https://www.mairie-neuillyplaisance.com/,api-lannuaire
Hazebrouck,21912,contact@ville-hazebrouck.fr,https://www.ville-hazebrouck.fr,api-lannuaire
Nogent-sur-Oise,21907,contact@nogentsuroise.fr,http://www.nogentsuroise.fr,api-lannuaire
Voiron,21847,mairie@ville-voiron.fr,https://www.voiron.fr/,api-lannuaire
Fleury-les-Aubrais,21804,secretariat.maire@ville-fleurylesaubrais.fr,https://www.fleurylesaubrais.fr/,api-lannuaire
La Madeleine,21790,accueil@ville-lamadeleine.fr,https://www.ville-lamadeleine.fr,api-lannuaire
Saint-Michel-sur-Orge,21776,mairie@saintmichel91.fr,https://www.saintmichelsurorge.fr/,api-lannuaire
Montmorency,21763,communication@ville-montmorency.fr,https://www.ville-montmorency.fr/,api-lannuaire
Montigny-lès-Metz,21718,mairie@montigny-les-metz.fr,https://www.montigny-les-metz.fr/,api-lannuaire
Sainte-Foy-lès-Lyon,21692,contact@ville-saintefoyleslyon.fr,https://www.saintefoyleslyon.fr/,api-lannuaire
Morsang-sur-Orge,21667,cabinetdumaire@ville-morsang.fr,https://morsang.fr/,api-lannuaire
Mandelieu-la-Napoule,21640,maire@mairie-mandelieu.fr,https://www.mandelieu.fr/,api-lannuaire
Gardanne,21597,accueil@ville-gardanne.fr,http://www.ville-gardanne.fr,api-lannuaire
Le Robert,21553,contact@ville-robert.fr,https://www.ville-robert.fr/,api-lannuaire
Lagny-sur-Marne,21461,secretariat-general@lagny-sur-marne.fr,https://www.lagny-sur-marne.fr/,api-lannuaire
Allauch,21443,info@allauch.com,https://www.allauch.com/,api-lannuaire
Bruay-la-Buissière,21424,cabinet@bruaylabuissiere.fr,http://www.bruaylabuissiere.fr,api-lannuaire
Givors,21379,accueil@ville-givors.fr,https://www.givors.fr/,api-lannuaire
Saint-Gratien,21336,accueil.dstua@mairie-saintgratien.fr,https://www.ville-saintgratien.fr/,api-lannuaire
Saint-Cyr-l'École,21268,etcv@saintcyr78.fr,https://www.saintcyr78.fr/,api-lannuaire
Ozoir-la-Ferrière,21238,contact@mairie-ozoir-la-ferriere.fr,https://www.mairie-ozoir-la-ferriere.fr/,api-lannuaire
Saint-Genis-Laval,21212,ecrire@saintgenislaval.fr,https://www.saintgenislaval.fr,api-lannuaire
Montaigu-Vendée,21134,mairie@montaigu-vendee.com,https://www.montaigu-vendee.com/,api-lannuaire
Le Plessis-Trévise,21112,,https://www.leplessistrevise.fr/,
Mons-en-Barœul,21105,mairie@ville-mons-en-baroeul.fr,https://www.monsenbaroeul.fr/,api-lannuaire
Plaisance-du-Touch,21079,accueil@plaisancedutouch.fr,http://www.plaisancedutouch.fr,api-lannuaire
Saint-Mandé,21071,rp@mairie-saint-mande.fr,https://www.saintmande.fr,api-lannuaire
Bourg-la-Reine,21019,mairie@bourg-la-reine.fr,http://www.bourg-la-reine.fr,api-lannuaire
Villeneuve-le-Roi,21000,,http://www.villeneuve-le-roi.fr,
Carquefou,20921,contact@mairie-carquefou.fr,https://www.carquefou.fr/,api-lannuaire
Sceaux,20884,sceauxinfomairie@sceaux.fr,http://www.sceaux.fr,api-lannuaire
Concarneau,20845,contact@concarneau.fr,https://www.concarneau.fr/,api-lannuaire
Chaumont,20827,courrier@ville-chaumont.fr,https://www.ville-chaumont.fr/,api-lannuaire
Lingolsheim,20826,villelingo@lingolsheim.fr,https://www.lingolsheim.fr/,api-lannuaire
Carrières-sous-Poissy,20825,mairie@carrieres-sous-poissy.fr,http://www.carrieres-sous-poissy.fr,api-lannuaire
Coudekerque-Branche,20787,maire@ville-coudekerque-branche.fr,https://www.ville-coudekerque-branche.fr,api-lannuaire
Wasquehal,20726,mairie@ville-wasquehal.fr,https://www.ville-wasquehal.fr/,api-lannuaire
Halluin,20715,contact@mairie-halluin.fr,https://www.halluin.fr/,api-lannuaire
La Chapelle-sur-Erdre,20690,communication@lachapellesurerdre.fr,https://www.lachapellesurerdre.fr,api-lannuaire
Denain,20665,spm@ville-denain.fr,https://www.ville-denain.fr,api-lannuaire
Cugnaux,20662,contact.site@mairie-cugnaux.fr,http://www.ville-cugnaux.fr,api-lannuaire
Maurepas,20629,mairie@maurepas.fr,https://www.maurepas.fr/,api-lannuaire
Chaville,20594,mairie@ville-chaville.fr,https://www.ville-chaville.fr/accueil-3.html,api-lannuaire
Croix,20566,contact@ville-croix.fr,https://www.ville-croix.fr/,api-lannuaire
Bouguenais,20530,courriel@ville-bouguenais.fr,https://www.bouguenais.fr,api-lannuaire
Joinville-le-Pont,20525,,https://www.joinville-le-pont.fr/,
Le Creusot,20509,mairie.creusot@ville-lecreusot.fr,https://www.le-creusot.fr/,api-lannuaire
Forbach,20493,contact@mairie-forbach.fr,http://www.mairie-forbach.fr,api-lannuaire
La Celle-Saint-Cloud,20460,elus@ville-lacellesaintcloud.fr,http://www.lacellesaintcloud.fr,api-lannuaire
Mitry-Mory,20456,mairie@mitry-mory.fr,https://www.mitry-mory.fr/,api-lannuaire
Chilly-Mazarin,20443,contact@ville-chilly-mazarin.fr,https://www.ville-chilly-mazarin.fr/,api-lannuaire
Beaune,20352,beaune@mairie-beaune.fr,https://www.beaune.fr/,api-lannuaire
Lannion,20315,,https://www.lannion.bzh/,
Fougères,20307,mairie@fougeres.fr,https://fougeres.fr/,api-lannuaire
L'Isle-sur-la-Sorgue,20244,contact@islesurlasorgue.fr,https://www.islesurlasorgue.fr/,api-lannuaire
Grande-Synthe,20239,contact@ville-grande-synthe.fr,https://www.ville-grande-synthe.fr,api-lannuaire
Mont-Saint-Aignan,20165,mairie@montsaintaignan.fr,https://www.montsaintaignan.fr/,api-lannuaire
Sarreguemines,20143,courrier@mairie-sarreguemines.fr,https://www.sarreguemines.fr/,api-lannuaire
Cahors,20050,communication@mairie-cahors.fr,https://cahorsagglo.fr/,api-lannuaire
Bruges,20020,e-accueil@mairie-bruges.fr,http://www.mairie-bruges.fr,api-lannuaire
Bourg-lès-Valence,19992,accueilmairie@bourg-les-valence.fr,https://www.bourg-les-valence.fr/,api-lannuaire
Albertville,19978,ville@albertville.fr,https://www.albertville.fr/,api-lannuaire
Bressuire,19970,mairie@ville-bressuire.fr,https://www.ville-bressuire.fr,api-lannuaire
Gentilly,19963,contact@ville-gentilly.fr,https://www.ville-gentilly.fr/,api-lannuaire
Cournon-d'Auvergne,19951,contact@cournon-auvergne.fr,https://www.cournon-auvergne.fr/,api-lannuaire
Vence,19917,mairie@ville-vence.fr,https://vence.fr/,api-lannuaire
Macouria,19899,communication@villedemacouria.fr,https://macouria.fr/,api-lannuaire
Chevilly-Larue,19826,,https://www.ville-chevilly-larue.fr/,
Ronchin,19787,contact@ville-ronchin.fr,https://www.ville-ronchin.fr,api-lannuaire
Mougins,19782,cabinet@villedemougins.com,https://mougins.fr/,api-lannuaire
Bruz,19683,mairie@ville-bruz.fr,https://www.ville-bruz.fr,api-lannuaire
Lisieux,19645,courrier@ville-lisieux.fr,https://www.ville-lisieux.fr/fr/,api-lannuaire
Sélestat,19589,mairie@ville-selestat.fr,http://www.selestat.fr,api-lannuaire
La Crau,19556,mairie@villedelacrau.fr,http://www.villedelacrau.fr,api-lannuaire
Pertuis,19548,communication@mairie-pertuis.fr,http://www.ville-pertuis.fr,api-lannuaire
Le Mée-sur-Seine,19527,info@lemeesurseine.fr,https://www.lemeesurseine.fr/,api-lannuaire
Schœlcher,19478,mschoelcher@mairie-schoelcher.com,https://www.mairie-schoelcher.fr/,api-lannuaire
Saint-Lô,19471,contact@saint-lo.fr,https://www.saint-lo.fr/,api-lannuaire
Villefontaine,19445,mairie@mairie-villefontaine.fr,https://villefontaine.fr,api-lannuaire
Royan,19425,mairie@mairie-royan.fr,https://www.ville-royan.fr/,api-lannuaire
Vitré,19365,info@mairie-vitre.fr,https://www.mairie-vitre.com,api-lannuaire
Juvisy-sur-Orge,19292,directiongenerale@mairie-juvisy.fr,http://www.juvisy.fr,api-lannuaire
Saint-Fons,19285,accueil@saint-fons.fr,http://www.saint-fons.fr,api-lannuaire
Saint-Dié-des-Vosges,19251,contact@ville-saintdie.fr,http://www.saint-die.eu,api-lannuaire
Moulins,19206,accueil.hotel-ville@ville-moulins.fr,https://www.ville-moulins.fr/,api-lannuaire
Sorgues,19006,mairie@sorgues.fr,http://www.sorgues.fr,api-lannuaire
Brie-Comte-Robert,19003,mairie@briecomterobert.fr,https://www.briecomterobert.fr/,api-lannuaire
Ploemeur,18872,mairie@ploemeur.net,https://www.ploemeur.com/,api-lannuaire
Riom,18820,contact@ville-riom.fr,https://www.ville-riom.fr/,api-lannuaire
Meylan,18770,mairie@meylan.fr,https://www.meylan.fr/,api-lannuaire
Cesson-Sévigné,18761,mairie@ville-cesson-sevigne.fr,https://www.ville-cesson-sevigne.fr,api-lannuaire
Pornic,18745,contact@pornic.fr,http://www.pornic.fr,api-lannuaire
Chennevières-sur-Marne,18710,,http://www.chennevieres.com,
Louviers,18705,accueil@ville-louviers.fr,http://www.ville-louviers.fr,api-lannuaire
Mauges-sur-Loire,18695,accueil@mauges-sur-loire.fr,http://www.mauges-sur-loire.fr,api-lannuaire
Lamentin,18628,,https://villelamentin971.fr/,
Faches-Thumesnil,18619,service.courrier@ville-fachesthumesnil.fr,http://www.ville-fachesthumesnil.fr,api-lannuaire
Hem,18582,contact@ville-hem.fr,http://www.ville-hem.fr,api-lannuaire
Bischheim,18558,guichet-unique@ville-bischheim.fr,https://www.bischheim.alsace,api-lannuaire
Le Puy-en-Velay,18540,contact@lepuyenvelay.fr,http://www.lepuyenvelay.fr,api-lannuaire
Sanary-sur-Mer,18538,contact@sanarysurmer.com,http://www.sanarysurmer.com,api-lannuaire
Cognac,18532,mairie@ville-cognac.fr,https://www.ville-cognac.fr/,api-lannuaire
Moissy-Cramayel,18511,mairie@ville-moissycramayel.fr,http://www.moissy-cramayel.fr,api-lannuaire
Bry-sur-Marne,18503,mairie@bry94.fr,http://www.bry94.fr,api-lannuaire
Châteauneuf-les-Martigues,18455,direction.generale@chateauneuf-les-martigues.fr,http://www.chateauneuflesmartigues.fr,api-lannuaire
Éragny,18436,com@eragny.fr,https://eragny.fr/,api-lannuaire
Le Pontet,18386,communication@mairie-lepontet.fr,http://www.ville-lepontet.com,api-lannuaire
Romorantin-Lanthenay,18373,info@romorantin.fr,https://www.romorantin.com/,api-lannuaire
Floirac,18300,accueil@ville-floirac33.fr,http://www.ville-floirac33.fr,api-lannuaire
Bonneuil-sur-Marne,18270,contact@bonneuil94.fr,http://www.ville-bonneuil.fr,api-lannuaire
Lunéville,18262,accueil@mairie-luneville.fr,http://www.luneville.fr,api-lannuaire
Bagnols-sur-Cèze,18112,mairie@bagnolssurceze.fr,http://www.bagnolssurceze.fr,api-lannuaire
Ducos,18105,courrier@mairie-ducos.fr,,api-lannuaire
Hendaye,18102,mairiehendaye@hendaye.com,https://www.hendaye.fr/,api-lannuaire
Pontarlier,18067,mairie.pontarlier@ville-pontarlier.com,https://www.ville-pontarlier.fr/,api-lannuaire
Soisy-sous-Montmorency,18008,mairie@soisy-sous-montmorency.fr,http://www.soisy-sous-montmorency.fr,api-lannuaire
Saint-Égrève,17986,accueil@mairie-st-egreve.fr,https://www.saint-egreve.fr/,api-lannuaire
Digne-les-Bains,17979,cabinet.mairie@dignelesbains.fr,https://www.dignelesbains.fr/,api-lannuaire
Osny,17954,mairie@ville-osny.fr,https://osny.fr/,api-lannuaire
Écully,17944,mairie@ville-ecully.fr,https://www.ecully.fr/,api-lannuaire
Carvin,17909,webmaster@carvin.fr,http://www.carvin.fr,api-lannuaire
Saint-Maximin-la-Sainte-Baume,17896,secretariatgeneral@st-maximin.fr,http://www.st-maximin.fr,api-lannuaire
Limay,17885,accueil@ville-limay.fr,http://www.ville-limay.fr,api-lannuaire
Jouy-le-Moutier,17854,accueilmp@jouylemoutier.fr,https://www.jouylemoutier.fr/,api-lannuaire
Brignoles,17850,contact@brignoles.fr,http://www.brignoles.fr,api-lannuaire
Dzaoudzi,17831,mairie@dzaoudzi-labattoir.fr,http://djabir.abdallah.free.fr/,api-lannuaire
Cluses,17795,mairie@cluses.fr,https://www.cluses.fr,api-lannuaire
Balma,17772,maire@mairie-balma.fr,http://www.mairie-balma.fr,api-lannuaire
Garches,17743,info@garches.fr,https://garches.fr/,api-lannuaire
Sainte-Rose,17700,cabinet@villesainterose.fr,,api-lannuaire
Capesterre-Belle-Eau,17684,contact@capesterrebelleeau.fr,https://capesterrebelleeau.fr,api-lannuaire
Segré-en-Anjou Bleu,17667,mairie-sg.saint-sauveur-de-flee@wanadoo.fr,,api-lannuaire
Ambarès-et-Lagrave,17644,mairie@ville-ambaresetlagrave.fr,http://www.ville-ambaresetlagrave.fr,api-lannuaire
Villeneuve-Loubet,17548,cab@villeneuveloubet.fr,http://www.villeneuveloubet.fr,api-lannuaire
L'Isle-d'Abeau,17515,contact@mairie-ida.com,https://www.mairie-ida.fr,api-lannuaire
Chamalières,17509,mairie@ville-chamalieres.fr,http://www.ville-chamalieres.fr,api-lannuaire
Avion,17435,mairie@ville-avion.fr,http://www.ville-avion.fr,api-lannuaire
Lattes,17351,mairie@ville-lattes.fr,http://www.ville-lattes.fr,api-lannuaire
Marmande,17328,mairie@mairie-marmande.fr,http://www.mairie-marmande.fr,api-lannuaire
Boissy-Saint-Léger,17325,info@ville-boissy.fr,http://www.ville-boissy.fr,api-lannuaire
Sallanches,17319,contact@sallanches.fr,https://sallanchesmontblanc.com/,api-lannuaire
Saran,17316,courrier@ville-saran.fr,https://www.saran.fr/node,api-lannuaire
Fécamp,17313,directiongenerale@ville-fecamp.fr,http://www.ville-fecamp.fr,api-lannuaire
Annonay,17274,mairie@annonay.fr,https://www.mairie-annonay.fr/,api-lannuaire
Lamballe-Armor,17241,morieux@lamballe-armor.bzh,https://www.lamballe-armor.bzh/accueil-lamballe,api-lannuaire
Viroflay,17237,affairesgenerales@ville-viroflay.fr,https://www.ville-viroflay.fr/,api-lannuaire
Blanquefort,17215,webmaster@ville-blanquefort.fr,http://www.ville-blanquefort.fr,api-lannuaire
Orée d'Anjou,17162,,,
Montceau-les-Mines,17064,mairie@montceaulesmines.fr,http://www.montceaulesmines.fr,api-lannuaire
Firminy,17060,mairie@ville-firminy.fr,https://www.ville-firminy.fr/,api-lannuaire
Saint-Cyr-sur-Loire,17029,info@saint-cyr-sur-loire.com,https://www.saint-cyr-sur-loire.com/,api-lannuaire
Le Pré-Saint-Gervais,16993,accueil@villedupre.fr,http://www.villedupre.fr,api-lannuaire
La Baule-Escoublac,16912,accueil@mairie-labaule.fr,http://www.labaule.fr,api-lannuaire
Verdun,16890,mairie-verdun@grandverdun.fr,http://www.verdun.fr,api-lannuaire
Guérande,16804,accueil.mairie@ville-guerande.fr,http://www.ville-guerande.fr,api-lannuaire
Les Clayes-sous-Bois,16804,citoyennete@lesclayessousbois.fr,http://www.lesclayessousbois.fr,api-lannuaire
Saint-Jean-de-la-Ruelle,16768,cabinet.maire@ville-saintjeandelaruelle.fr,https://www.ville-saintjeandelaruelle.fr/,api-lannuaire
Loire-Authion,16765,saintmathurinsurloire@loire-authion.fr,https://www.loire-authion.fr/,api-lannuaire
Marly-le-Roi,16756,info@marlyleroi.fr,https://www.marlyleroi.fr/,api-lannuaire
Valserhône,16712,mairie@valserhone.fr,https://www.valserhone.fr/,api-lannuaire
Sedan,16667,sedan.contact@mairie-sedan.fr,http://www.sedan.fr,api-lannuaire
Cestas,16666,secretariat.general@mairie-cestas.fr,https://www.mairie-cestas.fr/,api-lannuaire
Lons-le-Saunier,16618,contact@lonslesaunier.fr,https://www.lonslesaunier.fr/,api-lannuaire
Bois-d'Arcy,16586,mairie@boisdarcy.fr,http://www.boisdarcy.fr,api-lannuaire
Château-Gontier-sur-Mayenne,16584,aze@chateaugontier.fr,http://www.aze-53.fr,api-lannuaire
Châteaurenard,16545,maisondesservices@chateaurenard.com,https://www.chateaurenard.com/,api-lannuaire
Mauguio,16522,mairie@mauguio-carnon.com,http://www.mauguio-carnon.com,api-lannuaire
Les Herbiers,16521,mairie@lesherbiers.fr,http://www.lesherbiers.fr,api-lannuaire
Orsay,16498,contact@mairie-orsay.fr,https://www.mairie-orsay.fr/,api-lannuaire
Pamiers,16473,contact@ville-pamiers.fr,http://www.ville-pamiers.fr,api-lannuaire
Rumilly,16442,contact@mairie-rumilly74.fr,https://www.mairie-rumilly74.fr/,api-lannuaire
Mennecy,16433,cabinet@mennecy.fr,http://www.mennecy.fr,api-lannuaire
Sainte-Luce-sur-Loire,16400,contact@sainte-luce-loire.com,http://www.sainte-luce-loire.com,api-lannuaire
Coulommiers,16374,communications@coulommiers.fr,https://www.coulommiers.fr/,api-lannuaire
Landerneau,16363,ti-ker-landerne@mairie-landerneau.fr,https://www.landerneau.bzh/,api-lannuaire
Trélazé,16333,contact@mairie-trelaze.fr,http://www.trelaze.fr,api-lannuaire
Verneuil-sur-Seine,16280,,https://www.verneuil78.fr/,
Morne-à-l'Eau,16228,cabinet@mornealeau.fr,https://www.ville-mornealeau.com,api-lannuaire
Saint-Julien-en-Genevois,16222,info@st-julien-en-genevois.fr,https://www.st-julien-en-genevois.fr/,api-lannuaire
Gaillac,16162,secretariats@ville-gaillac.fr,http://www.ville-gaillac.fr,api-lannuaire
Saint-Leu-la-Forêt,16138,cab@saint-leu-la-foret.fr,http://www.saint-leu-la-foret.fr,api-lannuaire
Montbrison,16123,mairie@ville-montbrison.fr,http://www.ville-montbrison.fr,api-lannuaire
Vauréal,16079,contact@mairie-vaureal.fr,https://vaureal.fr/,api-lannuaire
Domont,16065,contact24@domont.fr,https://www.ville-domont.fr/,api-lannuaire
Le Pecq,16059,mairie@ville-lepecq.fr,https://www.ville-lepecq.fr/,api-lannuaire
Noisiel,16053,public@mairie-noisiel.fr,http://www.ville-noisiel.fr,api-lannuaire
Ambérieu-en-Bugey,15934,accueil@ville-amberieu.fr,https://ville-amberieuenbugey.fr,api-lannuaire
Le Bourget,15925,,http://www.le-bourget.fr,
Lucé,15921,mairie@ville-luce.fr,https://www.ville-luce.fr/,api-lannuaire
Hennebont,15910,contact@mairie-hennebont.fr,https://www.hennebont.bzh,api-lannuaire
